,PWSName,FIPS_5,CNTY_OR_CITY,POPULATION,ANALYTE_NAME,Concentration in µg/L,COLLECT_DT
8597,NININGER WATERWORKS,51019,BEDFORD COUNTY,62,LEAD,0.0,2015-04-16
780,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.4,2015-04-20
779,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.2,2015-04-20
778,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,1.5,2015-04-20
777,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,4.2,2015-04-20
768,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.7,2015-04-21
769,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,2.0,2015-04-21
772,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-21
773,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-21
771,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.5,2015-04-21
775,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-21
776,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.5,2015-04-21
770,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,1.2,2015-04-21
774,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.5,2015-04-21
762,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.8,2015-04-22
763,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.3,2015-04-22
764,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.4,2015-04-22
765,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,5.4,2015-04-22
766,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,1.4,2015-04-22
767,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-22
761,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,1.0,2015-04-23
6616,CHESTERFIELD CO CENTRAL WATER SYSTEM,51041,CHESTERFIELD,286883,LEAD,0.0,2015-04-23
6615,CHESTERFIELD CO CENTRAL WATER SYSTEM,51041,CHESTERFIELD,286883,LEAD,0.0,2015-04-23
760,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.3,2015-04-27
756,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-28
758,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.5,2015-04-28
757,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.7,2015-04-28
755,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,2.3,2015-04-28
754,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.5,2015-04-28
753,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-28
752,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-28
759,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-28
11833,FAIRVIEW BEACH/POT. LANDING,51099,KING GEORGE,928,LEAD,0.0,2015-04-29
742,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-29
743,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.4,2015-04-29
745,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-29
746,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-29
744,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-29
748,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-29
749,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-29
750,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.0,2015-04-29
751,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.3,2015-04-29
747,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.3,2015-04-29
11827,FAIRVIEW BEACH/POT. LANDING,51099,KING GEORGE,928,LEAD,3.06,2015-04-30
11828,FAIRVIEW BEACH/POT. LANDING,51099,KING GEORGE,928,LEAD,0.0,2015-04-30
11829,FAIRVIEW BEACH/POT. LANDING,51099,KING GEORGE,928,LEAD,0.0,2015-04-30
11830,FAIRVIEW BEACH/POT. LANDING,51099,KING GEORGE,928,LEAD,0.0,2015-04-30
11831,FAIRVIEW BEACH/POT. LANDING,51099,KING GEORGE,928,LEAD,0.0,2015-04-30
11832,FAIRVIEW BEACH/POT. LANDING,51099,KING GEORGE,928,LEAD,3.46,2015-04-30
741,PRICES FORK/MERRIMAC,51121,MONTGOMERY,3485,LEAD,0.2,2015-05-02
12082,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-04
12081,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-04
12083,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-04
13017,STAFFORD COUNTY UTILITIES,51179,STAFFORD,108039,LEAD,0.0,2015-05-04
12080,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-04
12067,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12059,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12072,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12069,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12070,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12047,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12061,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12060,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12064,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12063,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12071,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12056,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12068,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-05
12039,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-07
12036,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-09
11644,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2015-05-11
11640,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2015-05-11
11639,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2015-05-12
12568,RSA ROUTE 20,51137,ORANGE,379,LEAD,0.0,2015-05-13
12561,RSA ROUTE 20,51137,ORANGE,379,LEAD,0.0,2015-05-13
11638,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2015-05-13
12564,RSA ROUTE 20,51137,ORANGE,379,LEAD,7.2,2015-05-13
12567,RSA ROUTE 20,51137,ORANGE,379,LEAD,3.2,2015-05-13
12031,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-14
8574,SMITH MT. LAKE CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,2653,LEAD,1.8,2015-05-14
8578,SMITH MT. LAKE CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,2653,LEAD,2.0,2015-05-14
8575,SMITH MT. LAKE CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,2653,LEAD,14.1,2015-05-14
12032,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-14
8577,SMITH MT. LAKE CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,2653,LEAD,1.1,2015-05-14
13012,STAFFORD COUNTY UTILITIES,51179,STAFFORD,108039,LEAD,0.0,2015-05-14
13011,STAFFORD COUNTY UTILITIES,51179,STAFFORD,108039,LEAD,0.7,2015-05-15
11637,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2015-05-15
13008,STAFFORD COUNTY UTILITIES,51179,STAFFORD,108039,LEAD,1.6,2015-05-18
12027,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-18
13009,STAFFORD COUNTY UTILITIES,51179,STAFFORD,108039,LEAD,1.3,2015-05-18
12028,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-18
12380,"ROUND HILL, TOWN OF",51107,LOUDOUN,3495,LEAD,0.0,2015-05-20
12379,"ROUND HILL, TOWN OF",51107,LOUDOUN,3495,LEAD,0.0,2015-05-20
12376,"ROUND HILL, TOWN OF",51107,LOUDOUN,3495,LEAD,0.0,2015-05-20
12026,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-21
8570,SMITH MT. LAKE CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,2653,LEAD,0.0,2015-05-22
12025,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2015-05-22
8573,SMITH MT. LAKE CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,2653,LEAD,0.3,2015-05-22
8041,LAKE SHAWNEE ESTATES,51145,POWHATAN,348,LEAD,0.0,2015-05-22
8621,MOUNTAIN VIEW SHORES,51019,BEDFORD COUNTY,490,LEAD,0.4,2015-05-22
8569,SMITH MT. LAKE CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,2653,LEAD,0.5,2015-05-23
8568,SMITH MT. LAKE CENTRAL WATER SYSTEM,51019,BEDFORD COUNTY,2653,LEAD,1.2,2015-05-25
6866,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-26
6867,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-26
6869,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,30.5,2015-05-26
6858,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6855,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6853,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
12373,"ROUND HILL, TOWN OF",51107,LOUDOUN,3495,LEAD,0.0,2015-05-27
6862,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6844,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6842,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6848,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,20.4,2015-05-27
6833,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6854,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6839,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6828,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6831,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6856,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6847,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6851,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6827,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6838,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6835,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6859,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6829,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6840,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6834,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-27
6818,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-28
8035,LAKE SHAWNEE ESTATES,51145,POWHATAN,348,LEAD,4.5,2015-05-28
12750,LINTON HALL SCHOOL,51153,PRINCE WILLIAM,350,LEAD,0.0,2015-05-28
6816,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-28
6817,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-28
6811,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-28
6819,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-28
6814,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-28
12749,LINTON HALL SCHOOL,51153,PRINCE WILLIAM,350,LEAD,0.0,2015-05-28
6805,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-29
6804,GLOUCESTER COUNTY WATER SYSTEM,51073,GLOUCESTER,11397,LEAD,0.0,2015-05-29
7862,INDIAN CREEK ESTATES,51133,NORTHUMBERLAND,318,LEAD,9.7,2015-05-31
9036,CUMBERLAND COUNTY WATER SYSTEM,51049,CUMBERLAND,1840,LEAD,0.0,2015-06-02
9045,CUMBERLAND COUNTY WATER SYSTEM,51049,CUMBERLAND,1840,LEAD,2.02,2015-06-02
9043,CUMBERLAND COUNTY WATER SYSTEM,51049,CUMBERLAND,1840,LEAD,0.0,2015-06-02
12268,RASPBERRY FALLS SUBDIVISION,51107,LOUDOUN,599,LEAD,0.0,2015-06-02
11479,MARSHALL WATERWORKS,51061,FAUQUIER,2245,LEAD,0.0,2015-06-02
11415,BETHEL ACADEMY SUBDIVISION,51061,FAUQUIER,448,LEAD,0.0,2015-06-02
11478,MARSHALL WATERWORKS,51061,FAUQUIER,2245,LEAD,0.0,2015-06-02
12423,SELMA ESTATES,51107,LOUDOUN,861,LEAD,0.0,2015-06-02
11111,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-06-03
11115,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-06-03
9985,"BURKEVILLE, TOWN OF",51135,NOTTOWAY,432,LEAD,0.0,2015-06-03
10931,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,0.5,2015-06-03
3922,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,0.0,2015-06-05
10922,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,4.3,2015-06-05
11299,FAIRFAX WATER - ARLINGTON SPECIAL,51059,FAIRFAX COUNTY,1327,LEAD,0.0,2015-06-08
3270,TOWN OF LURAY,51139,PAGE,4865,LEAD,0.0,2015-06-09
8865,CAMPBELL COUNTY CENTRAL SYSTEM,51031,CAMPBELL,20000,LEAD,0.0,2015-06-09
7600,TOWN OF SALUDA,51119,MIDDLESEX,328,LEAD,2.3,2015-06-09
3266,TOWN OF LURAY,51139,PAGE,4865,LEAD,0.0,2015-06-09
8875,CAMPBELL COUNTY CENTRAL SYSTEM,51031,CAMPBELL,20000,LEAD,0.0,2015-06-09
2850,FREDERICK COUNTY SANITATION AUTH,51069,FREDERICK,34559,LEAD,0.0,2015-06-10
11561,NEW BALTIMORE REGIONAL,51061,FAUQUIER,10060,LEAD,0.0,2015-06-10
7599,TOWN OF SALUDA,51119,MIDDLESEX,328,LEAD,1.1,2015-06-10
10351,"LYNCHBURG, CITY OF",51680,LYNCHBURG,76000,LEAD,1.0,2015-06-10
3893,LOVING ARMS ASSISTED LIVING FACILITY,51187,WARREN,98,LEAD,0.0,2015-06-10
2845,FREDERICK COUNTY SANITATION AUTH,51069,FREDERICK,34559,LEAD,0.0,2015-06-11
12357,"ROUND HILL, TOWN OF",51107,LOUDOUN,3495,LEAD,0.0,2015-06-12
9973,"BURKEVILLE, TOWN OF",51135,NOTTOWAY,432,LEAD,0.0,2015-06-16
11552,NEW BALTIMORE REGIONAL,51061,FAUQUIER,10060,LEAD,0.0,2015-06-16
9977,"BURKEVILLE, TOWN OF",51135,NOTTOWAY,432,LEAD,3.04,2015-06-16
561,"PENNINGTON GAP, TOWN OF",51105,LEE,1781,LEAD,2.03,2015-06-16
11549,NEW BALTIMORE REGIONAL,51061,FAUQUIER,10060,LEAD,0.0,2015-06-16
11545,NEW BALTIMORE REGIONAL,51061,FAUQUIER,10060,LEAD,0.0,2015-06-16
559,"PENNINGTON GAP, TOWN OF",51105,LEE,1781,LEAD,0.0,2015-06-16
11546,NEW BALTIMORE REGIONAL,51061,FAUQUIER,10060,LEAD,0.0,2015-06-16
11537,NEW BALTIMORE REGIONAL,51061,FAUQUIER,10060,LEAD,2.62,2015-06-17
12989,STAFFORD COUNTY UTILITIES,51179,STAFFORD,108039,LEAD,1.4,2015-06-17
3825,DUNGADIN SUBDIVISION,51187,WARREN,120,LEAD,0.0,2015-06-17
4446,"WINCHESTER, CITY OF",51840,WINCHESTER,28248,LEAD,0.0,2015-06-17
4442,"WINCHESTER, CITY OF",51840,WINCHESTER,28248,LEAD,0.0,2015-06-17
12992,STAFFORD COUNTY UTILITIES,51179,STAFFORD,108039,LEAD,0.3,2015-06-17
4415,"WINCHESTER, CITY OF",51840,WINCHESTER,28248,LEAD,0.0,2015-06-18
12983,STAFFORD COUNTY UTILITIES,51179,STAFFORD,108039,LEAD,0.5,2015-06-18
12908,SPOTSYLVANIA COUNTY UTILITIES,51177,SPOTSYLVANIA,84390,LEAD,0.0,2015-06-18
7183,"WALKERTON WATER SYSTEM, INC.",51097,KING AND QUEEN,100,LEAD,0.0,2015-06-18
12986,STAFFORD COUNTY UTILITIES,51179,STAFFORD,108039,LEAD,0.0,2015-06-18
2832,FREDERICK COUNTY SANITATION AUTH,51069,FREDERICK,34559,LEAD,0.0,2015-06-18
12980,STAFFORD COUNTY UTILITIES,51179,STAFFORD,108039,LEAD,0.0,2015-06-20
11088,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,5.62,2015-06-23
11082,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,10.7,2015-06-23
10329,"LYNCHBURG, CITY OF",51680,LYNCHBURG,76000,LEAD,0.0,2015-06-23
11074,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-06-23
144,LAUREL MEADOWS HOME,51035,CARROLL,90,LEAD,0.0,2015-06-24
11527,NEW BALTIMORE REGIONAL,51061,FAUQUIER,10060,LEAD,0.0,2015-06-24
11823,FAIRVIEW BEACH/POT. LANDING,51099,KING GEORGE,928,LEAD,0.0,2015-06-25
9607,SHERWOOD MANOR,51089,HENRY,80,LEAD,0.0,2015-06-25
9108,BOXWOOD GREEN,51067,FRANKLIN COUNTY,180,LEAD,0.97,2015-06-26
10131,CRESTVIEW TRAILER COURT,51143,PITTSYLVANIA,40,LEAD,7.48,2015-06-26
8161,CABIN POINT AND GLEBE HARBOUR,51193,WESTMORELAND,1220,LEAD,0.0,2015-06-28
8191,BLEAK HALL,51193,WESTMORELAND,170,LEAD,0.0,2015-06-29
12340,"ROUND HILL, TOWN OF",51107,LOUDOUN,3495,LEAD,3.62,2015-06-29
3084,RODES FARM,51125,NELSON,40,LEAD,0.0,2015-06-29
5645,CITY OF CHESAPEAKE - NORTHWEST RIVER SYS,51550,CHESAPEAKE,114225,LEAD,0.0,2015-06-30
8147,BERKLEY BEACH - EBB TIDE BEACH,51193,WESTMORELAND,718,LEAD,0.0,2015-06-30
5702,CITY OF CHESAPEAKE - NORTHWEST RIVER SYS,51550,CHESAPEAKE,114225,LEAD,0.0,2015-06-30
5628,CITY OF CHESAPEAKE - NORTHWEST RIVER SYS,51550,CHESAPEAKE,114225,LEAD,0.0,2015-06-30
5637,CITY OF CHESAPEAKE - NORTHWEST RIVER SYS,51550,CHESAPEAKE,114225,LEAD,0.0,2015-06-30
5627,CITY OF CHESAPEAKE - NORTHWEST RIVER SYS,51550,CHESAPEAKE,114225,LEAD,0.0,2015-06-30
5643,CITY OF CHESAPEAKE - NORTHWEST RIVER SYS,51550,CHESAPEAKE,114225,LEAD,0.0,2015-06-30
5669,CITY OF CHESAPEAKE - NORTHWEST RIVER SYS,51550,CHESAPEAKE,114225,LEAD,0.0,2015-06-30
6378,"PORTSMOUTH, CITY OF",51740,PORTSMOUTH,120400,LEAD,0.0,2015-07-01
11512,NEW BALTIMORE REGIONAL,51061,FAUQUIER,10060,LEAD,0.0,2015-07-01
6395,"PORTSMOUTH, CITY OF",51740,PORTSMOUTH,120400,LEAD,0.0,2015-07-01
6372,"PORTSMOUTH, CITY OF",51740,PORTSMOUTH,120400,LEAD,0.0,2015-07-01
7875,JETTYS REACH,51133,NORTHUMBERLAND,72,LEAD,2.0,2015-07-02
6358,"PORTSMOUTH, CITY OF",51740,PORTSMOUTH,120400,LEAD,0.0,2015-07-02
9645,UPPER SMITH RIVER WATER SUPPLY,51089,HENRY,29518,LEAD,0.0,2015-07-03
7295,CORROTOMAN BY THE BAY,51103,LANCASTER,417,LEAD,3.0,2015-07-05
1489,BARKAY ESTATES,51185,TAZEWELL,85,LEAD,0.0,2015-07-05
7973,SHERWOOD FOREST SHORES,51133,NORTHUMBERLAND,421,LEAD,0.0,2015-07-05
12907,SPOTSYLVANIA COUNTY UTILITIES,51177,SPOTSYLVANIA,84390,LEAD,0.6,2015-07-06
6964,JAMES RIVER CORRECTIONAL CTR,51075,GOOCHLAND,6902,LEAD,0.0,2015-07-07
1888,"RURAL RETREAT, TOWN OF",51197,WYTHE,2500,LEAD,0.0,2015-07-07
8156,CABIN POINT AND GLEBE HARBOUR,51193,WESTMORELAND,1220,LEAD,2.0,2015-07-07
7560,DOCKSIDE HEALTH & REHAB,51119,MIDDLESEX,150,LEAD,2.19,2015-07-07
8273,OLD PROSPECT LANDING,51193,WESTMORELAND,75,LEAD,0.0,2015-07-07
6723,SOUTH HILL BANKS,51057,ESSEX,164,LEAD,4.0,2015-07-07
7169,HENRICO COUNTY WATER SYSTEM,51087,HENRICO,292000,LEAD,0.0,2015-07-08
9632,UPPER SMITH RIVER WATER SUPPLY,51089,HENRY,29518,LEAD,2.32,2015-07-09
7758,BON HARBOURS,51133,NORTHUMBERLAND,96,LEAD,1.0,2015-07-09
8153,BUSHFIELD,51193,WESTMORELAND,73,LEAD,0.3,2015-07-09
6703,MARYFIELD SUB.,51057,ESSEX,48,LEAD,0.3,2015-07-10
7448,WHITE STONE - WHITE STONE BEACH,51103,LANCASTER,825,LEAD,0.3,2015-07-10
6701,MARYFIELD SUB.,51057,ESSEX,48,LEAD,0.0,2015-07-10
9427,THE WATERS EDGE,51067,FRANKLIN COUNTY,949,LEAD,10.15,2015-07-10
7369,TARTAN,51103,LANCASTER,168,LEAD,2.7,2015-07-10
6719,RIVERDALE SUBDIVISION,51057,ESSEX,100,LEAD,2.0,2015-07-10
9428,THE WATERS EDGE,51067,FRANKLIN COUNTY,949,LEAD,0.8140000000000001,2015-07-10
7805,GLEBE POINT,51133,NORTHUMBERLAND,111,LEAD,0.0,2015-07-10
10311,"DANVILLE, CITY OF",51590,DANVILLE,43055,LEAD,0.0,2015-07-11
11168,WESTLAKES SUBDIVISION,51047,CULPEPER,70,LEAD,0.0,2015-07-11
6717,RIVERDALE SUBDIVISION,51057,ESSEX,100,LEAD,1.0,2015-07-11
7753,BON HARBOURS,51133,NORTHUMBERLAND,96,LEAD,4.9,2015-07-13
7445,WHITE STONE - WHITE STONE BEACH,51103,LANCASTER,825,LEAD,0.9,2015-07-13
8271,OLD PROSPECT LANDING,51193,WESTMORELAND,75,LEAD,1.0,2015-07-13
7767,BURGESS,51133,NORTHUMBERLAND,160,LEAD,1.9,2015-07-13
10306,"DANVILLE, CITY OF",51590,DANVILLE,43055,LEAD,0.0,2015-07-13
7755,BON HARBOURS,51133,NORTHUMBERLAND,96,LEAD,5.3,2015-07-13
10324,"LYNCHBURG, CITY OF",51680,LYNCHBURG,76000,LEAD,0.0,2015-07-14
10323,"LYNCHBURG, CITY OF",51680,LYNCHBURG,76000,LEAD,3.0,2015-07-14
11419,BOTHA SUBDIVISION,51061,FAUQUIER,63,LEAD,0.0,2015-07-14
11418,BOTHA SUBDIVISION,51061,FAUQUIER,63,LEAD,0.0,2015-07-15
8141,BERKLEY BEACH - EBB TIDE BEACH,51193,WESTMORELAND,718,LEAD,1.0,2015-07-15
8081,BELL ACRES,51159,RICHMOND COUNTY,75,LEAD,0.5,2015-07-15
8763,PLEASANT GROVE SUBDIVISION,51025,BRUNSWICK,85,LEAD,1.1,2015-07-16
4560,CHESDIN MANOR SUBDIVISION,51053,DINWIDDIE,310,LEAD,0.5,2015-07-16
7222,MARLE HILL SUBDIVISION,51101,KING WILLIAM,90,LEAD,0.0,2015-07-20
1895,"WYTHEVILLE, TOWN OF",51197,WYTHE,7804,LEAD,2.06,2015-07-21
6336,NORFOLK NAVAL SHIPYARD,51740,PORTSMOUTH,17000,LEAD,0.0,2015-07-21
1898,"WYTHEVILLE, TOWN OF",51197,WYTHE,7804,LEAD,0.0,2015-07-21
5303,SOUTHAMPTON CORR COMPLEX (DEERFIELD),51175,SOUTHAMPTON,2536,LEAD,0.0,2015-07-21
6343,NORFOLK NAVAL SHIPYARD,51740,PORTSMOUTH,17000,LEAD,2.0,2015-07-21
2294,CHURCHVILLE - ACSA,51015,AUGUSTA,1108,LEAD,2.3,2015-07-21
11416,BOTHA SUBDIVISION,51061,FAUQUIER,63,LEAD,2.31,2015-07-21
2287,CHURCHVILLE - ACSA,51015,AUGUSTA,1108,LEAD,0.0,2015-07-21
6330,NORFOLK NAVAL SHIPYARD,51740,PORTSMOUTH,17000,LEAD,0.0,2015-07-22
7305,COVE COLONY,51103,LANCASTER,105,LEAD,1.6,2015-07-22
8850,CAMPBELL COUNTY CENTRAL SYSTEM,51031,CAMPBELL,20000,LEAD,0.0,2015-07-22
